15	IPI00116074	Tax_Id=10090 Gene_Symbol=Aco2 Aconitate hydratase, mitochondrial	1219	86151	66	47	24	20	38.5	780
										
16	IPI00131695	Tax_Id=10090 Gene_Symbol=Alb Serum albumin	1211	70700	50	39	16	14	25.5	608
										
17	IPI00318614	Tax_Id=10090 Gene_Symbol=Idh2 Isocitrate dehydrogenase [NADP], mitochondrial	1207	51330	51	43	19	16	41.6	452
										
18	IPI00323592	Tax_Id=10090 Gene_Symbol=Mdh2 Malate dehydrogenase, mitochondrial	1171	36045	44	34	19	16	67.5	338
										
19	IPI01015522	Tax_Id=9606 Gene_Symbol=ACTB cDNA FLJ55253, highly similar to Actin, cytoplasmic 1	1138	38950	80	55	15	13	50.1	347
										
20	IPI00127596	Tax_Id=10090 Gene_Symbol=Ckm Creatine kinase M-type	1137	43246	49	31	18	12	48.3	381
										
21	IPI00223092	Tax_Id=10090 Gene_Symbol=Hadha Trifunctional enzyme subunit alpha, mitochondrial	1126	83302	57	38	22	16	36.4	763
										
22	IPI00387557	Tax_Id=10090 Gene_Symbol=Actn2 alpha-actinin-2	970	104339	38	29	21	17	27.5	894
										
23	IPI00116753	Tax_Id=10090 Gene_Symbol=Etfa Electron transfer flavoprotein subunit alpha, mitochondrial	968	35330	30	23	12	11	53.8	333
										
24	IPI00230760	Tax_Id=10090 Gene_Symbol=Mb Myoglobin	945	17116	31	29	9	9	68.8	154
										
25	IPI00133392	Tax_Id=10090 Gene_Symbol=Myl3 Myosin light chain 3	777	22521	35	24	8	8	48.5	204
										
26	IPI00119138	Tax_Id=10090 Gene_Symbol=Uqcrc2 Cytochrome b-c1 complex subunit 2, mitochondrial	766	48262	29	25	12	11	36.4	453
										
27	IPI00848801	Tax_Id=10090 Gene_Symbol=Gm4609 Glyceraldehyde-3-phosphate dehydrogenase	740	36100	33	25	11	8	42.9	333
										
28	IPI00654755	Tax_Id=9606 Gene_Symbol=HBB Hemoglobin subunit beta	724	16102	67	45	4	2	21.8	147
										
29	IPI00226430	Tax_Id=10090 Gene_Symbol=Acaa2 3-ketoacyl-CoA thiolase, mitochondrial	723	42260	27	23	12	10	45.8	397
										
30	IPI00555015	Tax_Id=10090 Gene_Symbol=Myl2 Myosin regulatory light chain 2, ventricular/cardiac muscle isoform	639	18852	32	23	10	9	79.5	166
										
31	IPI00014581	Tax_Id=9606 Gene_Symbol=TPM1 Isoform 1 of Tropomyosin alpha-1 chain	621	32746	47	26	21	14	55.3	284
										
32	IPI00228548	Tax_Id=10090 Gene_Symbol=Eno3 Beta-enolase	620	47337	24	16	12	7	36.6	434
										
33	IPI00129928	Tax_Id=10090 Gene_Symbol=Fh1 Isoform Mitochondrial of Fumarate hydratase, mitochondrial	574	54550	20	15	9	7	26.6	507
										
34	IPI00113141	Tax_Id=10090 Gene_Symbol=Cs Citrate synthase, mitochondrial	572	51988	26	19	12	10	37.9	464
										
35	IPI00115564	Tax_Id=10090 Gene_Symbol=Slc25a4 ADP/ATP translocase 1	549	33111	46	27	17	13	55.4	298
										
36	IPI00223197	Tax_Id=10090 Gene_Symbol=Tnni3 Troponin I, cardiac muscle	530	24358	22	17	6	6	32.2	211
										
37	IPI00230124	Tax_Id=10090 Gene_Symbol=Fabp3 Fatty acid-binding protein, heart	497	14810	24	19	8	7	60.2	133
										
38	IPI00221402	Tax_Id=10090 Gene_Symbol=Aldoa Fructose-bisphosphate aldolase A	471	39787	21	15	11	8	41.2	364
										
39	IPI00292412	Tax_Id=9606 Gene_Symbol=MYBPC3 myosin-binding protein C, cardiac-type	466	141871	21	17	12	10	10.6	1274
										
40	IPI00124771	Tax_Id=10090 Gene_Symbol=Slc25a3 Phosphate carrier protein, mitochondrial	435	40063	20	16	10	9	31.1	357
										
41	IPI00407339	Tax_Id=10090 Gene_Symbol=Hist1h4c;Hist1h4i;Hist1h4d;Hist1h4j;Hist1h4m;Hist1h4h;Hist1h4k;Hist1h4b;Hist4h4;Hist1h4a;Hist1h4f;Hist2h4;Hist1h4n Histone H4	410	11360	17	13	7	6	58.3	103
										
42	IPI00115607	Tax_Id=10090 Gene_Symbol=Hadhb Trifunctional enzyme subunit beta, mitochondrial	396	51639	24	15	14	8	38.3	475
										
43	IPI00132042	Tax_Id=10090 Gene_Symbol=Pdhb Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	395	39254	11	9	5	5	18.7	359
										
44	IPI00224456	Tax_Id=10090 Gene_Symbol=Srl Isoform 1 of Sarcalumenin	380	99522	15	12	8	6	12	910
										
45	IPI00120076	Tax_Id=10090 Gene_Symbol=Ckmt2 Creatine kinase S-type, mitochondrial	372	47899	28	12	13	8	31.7	419
										
46	IPI00229510	Tax_Id=10090 Gene_Symbol=Ldhb L-lactate dehydrogenase B chain	366	36834	21	13	12	6	32.9	334
										
47	IPI00015141	Tax_Id=9606 Gene_Symbol=CKMT2 Creatine kinase S-type, mitochondrial	362	47988	24	11	11	7	28.2	419
										
48	IPI00626237	Tax_Id=10090 Gene_Symbol=Ogdh Isoform 1 of 2-oxoglutarate dehydrogenase, mitochondrial	355	117572	28	18	17	11	28.5	1023
										
49	IPI00459725	Tax_Id=10090 Gene_Symbol=Idh3a Isoform 1 of Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	354	40069	16	11	7	6	23	366
										
50	IPI00121534	Tax_Id=10090 Gene_Symbol=Car2 Carbonic anhydrase 2	353	29129	16	11	9	7	60.8	260
										
51	IPI00154054	Tax_Id=10090 Gene_Symbol=Acat1 Acetyl-CoA acetyltransferase, mitochondrial	345	45129	20	13	9	5	35.1	424
										
52	IPI00467833	Tax_Id=10090 Gene_Symbol=Tpi1 triosephosphate isomerase	336	32684	13	9	8	5	38.5	299
										
53	IPI00121641	Tax_Id=10090 Gene_Symbol=Tnnt2 troponin T, cardiac muscle isoform a	310	35905	21	15	7	6	30.8	302
										
54	IPI00152906	Tax_Id=9606 Gene_Symbol=HIST1H2BD Histone H2B type 1-D	307	13928	12	7	5	3	42.9	126
										
55	IPI00261627	Tax_Id=10090 Gene_Symbol=Sucla2 Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	305	50424	9	8	6	5	16.8	463
										
56	IPI00121440	Tax_Id=10090 Gene_Symbol=Etfb Electron transfer flavoprotein subunit beta	305	27834	17	15	8	7	33.7	255
										
57	IPI00336324	Tax_Id=10090 Gene_Symbol=Mdh1 Malate dehydrogenase, cytoplasmic	303	36659	14	8	8	5	31.4	334
										
58	IPI00119114	Tax_Id=10090 Gene_Symbol=Acadl Long-chain specific acyl-CoA dehydrogenase, mitochondrial	301	48277	20	13	13	10	30	430
										
59	IPI00117312	Tax_Id=10090 Gene_Symbol=Got2 Aspartate aminotransferase, mitochondrial	297	47780	18	11	9	7	34.4	430
										
60	IPI00131830	Tax_Id=10090 Gene_Symbol=Serpina3k Serine protease inhibitor A3K	297	47021	16	11	10	9	33.7	418
										
61	IPI00117978	Tax_Id=10090 Gene_Symbol=Cox4i1 Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	292	19575	13	9	6	5	36.1	169
										
62	IPI00795257	Tax_Id=9606 Gene_Symbol=GAPDH Glyceraldehyde-3-phosphate dehydrogenase	292	31699	16	12	6	4	25.3	293
										
63	IPI00136563	Tax_Id=10090 Gene_Symbol=Cpt1b Carnitine O-palmitoyltransferase 1, muscle isoform	291	89073	9	9	6	6	9.6	772
										
64	IPI00118986	Tax_Id=10090 Gene_Symbol=Atp5o;LOC100047429 ATP synthase subunit O, mitochondrial	282	23406	13	11	7	6	43.7	213
										
65	IPI00111885	Tax_Id=10090 Gene_Symbol=Uqcrc1 Cytochrome b-c1 complex subunit 1, mitochondrial	281	53446	10	9	5	5	15.6	480
										
66	IPI00010810	Tax_Id=9606 Gene_Symbol=ETFA Electron transfer flavoprotein subunit alpha, mitochondrial	281	35400	16	11	8	6	33.6	333
										
67	IPI00308885	Tax_Id=10090 Gene_Symbol=Hspd1 Isoform 1 of 60 kDa heat shock protein, mitochondrial	278	61088	12	8	6	4	18	573
										
68	IPI00308882	Tax_Id=10090 Gene_Symbol=Ndufs1 NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	273	80752	10	7	8	5	14.7	727
										
69	IPI00153660	Tax_Id=10090 Gene_Symbol=Dlat Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	268	68469	6	5	4	3	12.1	642
										
70	IPI00127841	Tax_Id=10090 Gene_Symbol=Slc25a5 ADP/ATP translocase 2	266	33138	27	12	12	8	43.3	298
										
71	IPI00132728	Tax_Id=10090 Gene_Symbol=Cyc1 Isoform 1 of Cytochrome c1, heme protein, mitochondrial	263	35533	16	12	6	4	24.6	325
										
72	IPI00776084	Tax_Id=10090 Gene_Symbol=Atp5c1 ATP synthase gamma chain	244	32864	13	10	6	5	23.2	297
										
73	IPI00111770	Tax_Id=10090 Gene_Symbol=Atp5k ATP synthase subunit e, mitochondrial	244	8230	6	6	3	3	50.7	71
										
74	IPI00230204	Tax_Id=10090 Gene_Symbol=Got1 Aspartate aminotransferase, cytoplasmic	227	46504	11	7	8	5	24.7	413
										
75	IPI00122549	Tax_Id=10090 Gene_Symbol=Vdac1 Isoform Pl-VDAC1 of Voltage-dependent anion-selective channel protein 1	226	32502	11	11	5	5	20.3	296
										
76	IPI00341282	Tax_Id=10090 Gene_Symbol=Atp5f1 ATP synthase subunit b, mitochondrial	223	29044	12	9	6	6	21.9	256
										
77	IPI00134961	Tax_Id=10090 Gene_Symbol=Acadm Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	222	46908	17	13	8	7	24.9	421
										
78	IPI00230351	Tax_Id=10090 Gene_Symbol=Sdha Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	214	73623	15	6	10	5	21.7	664
										
79	IPI00119203	Tax_Id=10090 Gene_Symbol=Acadvl Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	199	71230	20	13	10	8	24.7	656
										
80	IPI00003865	Tax_Id=9606 Gene_Symbol=HSPA8 Isoform 1 of Heat shock cognate 71 kDa protein	198	71082	10	8	7	5	14.6	646
										
81	IPI00882287	Tax_Id=10090 Gene_Symbol=Etfdh electron transferring flavoprotein, dehydrogenase	196	61749	5	4	3	2	6.7	556
										
82	IPI00131176	Tax_Id=10090 Gene_Symbol=mt-Co2 Cytochrome c oxidase subunit 2	193	26130	14	10	4	4	19.4	227
										
83	IPI00123920	Tax_Id=10090 Gene_Symbol=Serpina1c Alpha-1-antitrypsin 1-3	188	45966	11	7	6	4	25.2	412
										
84	IPI00121309	Tax_Id=10090 Gene_Symbol=Ndufs3 NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	182	30302	7	6	5	4	22.4	263
										
85	IPI00132958	Tax_Id=10090 Gene_Symbol=Acot13 Acyl-coenzyme A thioesterase 13	180	15287	7	5	3	3	29.3	140
										
86	IPI00453777	Tax_Id=10090 Gene_Symbol=Atp5d ATP synthase subunit delta, mitochondrial	177	17589	5	4	3	2	17.3	168
										
87	IPI00032164	Tax_Id=9606 Gene_Symbol=CSRP3 Cysteine and glycine-rich protein 3	175	21867	2	2	1	1	9.3	194
										
88	IPI00125929	Tax_Id=10090 Gene_Symbol=Ndufa4 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4	174	9321	10	6	5	3	47.6	82
										
89	IPI00306301	Tax_Id=9606 Gene_Symbol=PDHA1 pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial isoform 2 precursor	172	48290	3	3	2	2	5.6	428
										
90	IPI00112549	Tax_Id=10090 Gene_Symbol=Acsl1 Long-chain-fatty-acid--CoA ligase 1	172	78928	6	6	3	3	5.6	699
										
91	IPI00219729	Tax_Id=9606 Gene_Symbol=SLC25A11 Mitochondrial 2-oxoglutarate/malate carrier protein	168	34211	9	3	5	2	25.2	314
										
92	IPI00845840	Tax_Id=10090 Gene_Symbol=Pkm2 Isoform M1 of Pyruvate kinase isozymes M1/M2	167	58461	10	4	8	4	17.5	531
										
93	IPI00556204	Tax_Id=9606 Gene_Symbol=EEF1A2 Eukaryotic translation elongation factor 1 alpha 2 variant (Fragment)	160	37116	7	5	5	3	25.9	340
										
94	IPI00624663	Tax_Id=10090 Gene_Symbol=Pzp pregnancy zone protein	158	168602	14	5	7	3	7.9	1507
										
95	IPI00026272	Tax_Id=9606 Gene_Symbol=HIST1H2AE;HIST1H2AB;HIST1H2AD;HIST1H2AG;HIST1H2AK;HIST1H2AL;HIST1H2AM;HIST1H2AJ;HIST1H2AI Histone H2A type 1-B/E	156	14127	6	6	3	3	26.9	130
										
96	IPI00119458	Tax_Id=10090 Gene_Symbol=Aldoc Fructose-bisphosphate aldolase C	153	39769	8	3	4	2	21.5	363
										
97	IPI00121209	Tax_Id=10090 Gene_Symbol=Apoa1 Apolipoprotein A-I	153	30569	5	3	3	2	11.7	264
										
98	IPI00228633	Tax_Id=10090 Gene_Symbol=Gpi1 Glucose-6-phosphate isomerase	150	62955	9	6	5	4	10.4	558
										
99	IPI00230507	Tax_Id=10090 Gene_Symbol=Atp5h ATP synthase subunit d, mitochondrial	150	18795	15	7	7	5	55.9	161
										
100	IPI00132653	Tax_Id=10090 Gene_Symbol=Oxct1 Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial	149	56352	7	6	4	3	14.8	520
										
101	IPI00004358	Tax_Id=9606 Gene_Symbol=PYGB Glycogen phosphorylase, brain form	148	97319	9	8	6	5	11.7	843
										
102	IPI00137730	Tax_Id=10090 Gene_Symbol=Pebp1 Phosphatidylethanolamine-binding protein 1	147	20988	3	3	2	2	11.2	187
										
103	IPI00113712	Tax_Id=10090 Gene_Symbol=Tnnc1 Troponin C, slow skeletal and cardiac muscles	146	18523	5	4	2	2	13	161
										
104	IPI00126635	Tax_Id=10090 Gene_Symbol=Idh3b isocitrate dehydrogenase 3, beta subunit	142	42453	7	4	3	2	12.2	384
										
105	IPI00219684	Tax_Id=9606 Gene_Symbol=FABP3 Fatty acid-binding protein, heart	141	14906	13	8	5	4	34.6	133
										
106	IPI00319994	Tax_Id=10090 Gene_Symbol=Ldha L-lactate dehydrogenase A chain	140	36817	12	8	7	5	19	332
										
107	IPI00133342	Tax_Id=10090 Gene_Symbol=Atp5l;Gm10221 Putative predicted gene 10221; predicted gene 4602; predicted gene 9391; ATP synthase, H+ transporting, mitochondrial FO complex, subunit G2, pseudogene; predicted gene 11477; predicted gene 9712; ATP synthase,	140	14210	7	4	3	2	33.3	129
										
108	IPI00225275	Tax_Id=10090 Gene_Symbol=Pygm Glycogen phosphorylase, muscle form	140	97681	11	8	8	6	13.1	842
										
109	IPI00007752	Tax_Id=9606 Gene_Symbol=TUBB2C Tubulin beta-2C chain	139	50255	14	5	7	5	18.4	445
										
110	IPI00133208	Tax_Id=10090 Gene_Symbol=Hspa1l Heat shock 70 kDa protein 1-like	137	70992	7	3	4	2	9	641
										
111	IPI00330754	Tax_Id=10090 Gene_Symbol=Bdh1 D-beta-hydroxybutyrate dehydrogenase, mitochondrial	130	38617	4	3	2	2	8.7	343
										
112	IPI00331692	Tax_Id=10090 Gene_Symbol=Dci enoyl-CoA delta isomerase 1, mitochondrial precursor	127	32515	3	2	2	1	8.7	289
										
113	IPI00007750	Tax_Id=9606 Gene_Symbol=TUBA4A Tubulin alpha-4A chain	125	50634	5	4	3	2	11.8	448
										
114	IPI00762803	Tax_Id=10090 Gene_Symbol=Atp5l-ps1 ENSMUSG00000072460	125	11477	6	5	2	2	25.2	103
										
115	IPI00115823	Tax_Id=10090 Gene_Symbol=Myom2 myomesin 2	118	166174	16	7	10	5	11.5	1463
										
116	IPI00222419	Tax_Id=10090 Gene_Symbol=Cycs;Gm10053 Cytochrome c, somatic	118	11712	11	6	5	4	46.7	105
										
117	IPI00224584	Tax_Id=10090 Gene_Symbol=Casq2 Calsequestrin	117	50112	9	2	5	2	11.8	432
										
118	IPI00120212	Tax_Id=10090 Gene_Symbol=Ndufa9 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	113	42612	7	4	4	3	16.4	377
										
119	IPI00115522	Tax_Id=10090 Gene_Symbol=Fga fibrinogen, alpha polypeptide isoform 2	113	61801	3	2	2	1	4.1	557
										
120	IPI00309964	Tax_Id=10090 Gene_Symbol=Nnt NAD(P) transhydrogenase, mitochondrial precursor	113	114493	9	4	5	3	6.2	1086
										
121	IPI00460118	Tax_Id=10090 Gene_Symbol=Ogdh oxoglutarate dehydrogenase (lipoamide)	110	25012	5	4	3	2	19.6	214
										
122	IPI00109109	Tax_Id=10090 Gene_Symbol=Sod2 Superoxide dismutase [Mn], mitochondrial	109	24816	4	4	3	3	22.5	222
										
123	IPI00134809	Tax_Id=10090 Gene_Symbol=Dlst Isoform 1 of Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	104	49306	6	5	4	3	10.4	454
										
124	IPI00006482	Tax_Id=9606 Gene_Symbol=ATP1A1 Isoform Long of Sodium/potassium-transporting ATPase subunit alpha-1	101	114135	5	2	5	2	5.2	1023
										
125	IPI00387379	Tax_Id=10090 Gene_Symbol=Decr1 2,4-dienoyl-CoA reductase, mitochondrial	101	36476	5	4	3	2	8.4	335
										
126	IPI00271986	Tax_Id=10090 Gene_Symbol=Atp5j2 ATP synthase subunit f, mitochondrial	99	10394	5	4	3	2	26.1	88
										
127	IPI00471246	Tax_Id=10090 Gene_Symbol=Ivd Isovaleryl-CoA dehydrogenase, mitochondrial	98	46695	1	1	1	1	2.6	424
										
128	IPI00170093	Tax_Id=10090 Gene_Symbol=Ndufs8 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	96	24479	4	3	1	1	4.2	212
										
129	IPI00223713	Tax_Id=10090 Gene_Symbol=Hist1h1c Histone H1.2	94	21254	3	3	2	2	12.7	212
										
130	IPI00338536	Tax_Id=10090 Gene_Symbol=Sdhb Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	90	32591	7	2	5	2	19.9	282
										
131	IPI00120719	Tax_Id=10090 Gene_Symbol=Cox5a Cytochrome c oxidase subunit 5A, mitochondrial	90	16319	15	5	7	2	61.6	146
										
132	IPI00131771	Tax_Id=10090 Gene_Symbol=Cox6c Cytochrome c oxidase subunit 6C	90	8464	7	5	4	3	43.4	76
										
133	IPI00230264	Tax_Id=10090 Gene_Symbol=H2afx Histone H2A.x	89	15133	4	3	3	2	16.1	143
										
134	IPI00223714	Tax_Id=10090 Gene_Symbol=Hist1h1e Histone H1.4	86	21964	5	4	3	2	16.9	219
										
135	IPI00116843	Tax_Id=10090 Gene_Symbol=mt-Nd4 NADH-ubiquinone oxidoreductase chain 4	85	52018	5	3	2	2	8.3	459
										
136	IPI01009336	Tax_Id=9606 Gene_Symbol=SLC25A12 cDNA FLJ33752 fis, clone BRCAN2000364, highly similar to Calcium-binding mitochondrial carrier protein Aralar1	85	63023	4	1	3	1	4.6	571
										
137	IPI00138342	Tax_Id=10090 Gene_Symbol=Es1 Liver carboxylesterase N	85	61302	4	2	3	1	11.4	554
										
138	IPI00116748	Tax_Id=10090 Gene_Symbol=Ndufa10 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	83	40863	5	3	3	2	16.3	355
										
139	IPI00314141	Tax_Id=10090 Gene_Symbol=Serpina3n Serine protease inhibitor A3N	82	46859	6	2	4	2	11.2	418
										
140	IPI00180408	Tax_Id=9606 Gene_Symbol=MYH15 Myosin-15	81	225904	12	3	6	2	3	1946
										
141	IPI00128249	Tax_Id=10090 Gene_Symbol=Ahsg Alpha-2-HS-glycoprotein	80	38100	3	3	2	2	13	345
										
142	IPI00220327	Tax_Id=9606 Gene_Symbol=KRT1 Keratin, type II cytoskeletal 1	79	66170	2	2	2	2	3.3	644
										
143	IPI00283531	Tax_Id=10090 Gene_Symbol=Gstp2 Glutathione S-transferase P 2	79	23693	1	1	1	1	7.6	210
										
144	IPI00113196	Tax_Id=10090 Gene_Symbol=Cox7a1 Cytochrome c oxidase subunit 7A1, mitochondrial	77	9095	2	2	1	1	16.3	80
										
145	IPI00220644	Tax_Id=9606 Gene_Symbol=PKM2 Isoform M1 of Pyruvate kinase isozymes M1/M2	77	58538	10	2	6	2	17.1	531
										
146	IPI00331597	Tax_Id=10090 Gene_Symbol=Hist1h1d Histone H1.3	77	22086	5	2	3	1	12.7	221
										
147	IPI00319556	Tax_Id=10090 Gene_Symbol=Hist1h1t histone H1t	77	21656	3	2	2	1	7.7	209
										
148	IPI00468956	Tax_Id=10090 Gene_Symbol=Krt71 Keratin, type II cytoskeletal 71	76	57860	2	1	2	1	3.2	524
										
149	IPI00111315	Tax_Id=10090 Gene_Symbol=Apoa2 Apolipoprotein A-II	74	11369	5	3	2	2	18.6	102
										
150	IPI00274407	Tax_Id=10090 Gene_Symbol=Tufm Isoform 1 of Elongation factor Tu, mitochondrial	69	49876	4	3	3	2	7.7	452
										
151	IPI00153381	Tax_Id=10090 Gene_Symbol=Uqcr10 Cytochrome b-c1 complex subunit 9	68	7441	3	1	2	1	37.5	64
										
152	IPI00001539	Tax_Id=9606 Gene_Symbol=ACAA2 3-ketoacyl-CoA thiolase, mitochondrial	68	42354	9	2	4	1	11.3	397
										
153	IPI00406442	Tax_Id=10090 Gene_Symbol=Suclg1 Succinyl-CoA ligase [GDP-forming] subunit alpha, mitochondrial	65	36474	5	2	3	1	10.4	346
										
154	IPI00117910	Tax_Id=10090 Gene_Symbol=Prdx2 Peroxiredoxin-2	63	21936	3	3	2	2	7.6	198
										
155	IPI00230706	Tax_Id=10090 Gene_Symbol=Pgam2 Phosphoglycerate mutase 2	63	28980	3	1	3	1	18.6	253
										
156	IPI00133284	Tax_Id=10090 Gene_Symbol=D10Jhu81e;LOC100046684 ES1 protein homolog, mitochondrial	63	28415	5	3	3	3	16.2	266
										
157	IPI00128209	Tax_Id=10090 Gene_Symbol=Ak1 Isoform 1 of Adenylate kinase isoenzyme 1	59	21640	2	2	2	2	13.4	194
										
158	IPI00387020	Tax_Id=9606 Gene_Symbol=MYOZ2 Myozenin-2	58	29879	18	2	3	1	9.1	264
										
159	IPI00017562	Tax_Id=9606 Gene_Symbol=LPHN2 Isoform 2 of Latrophilin-2	57	159187	5	1	4	1	3.8	1403
										
160	IPI00007765	Tax_Id=9606 Gene_Symbol=HSPA9 Stress-70 protein, mitochondrial	57	73920	8	1	6	1	12.2	679
										
161	IPI00167277	Tax_Id=9606 Gene_Symbol=POM121L12 POM121-like protein 12	56	32284	6	1	2	1	8.4	296
										
162	IPI00220642	Tax_Id=9606 Gene_Symbol=YWHAG 14-3-3 protein gamma	56	28456	2	2	2	2	6.5	247
										
163	IPI00116705	Tax_Id=10090 Gene_Symbol=Fabp4 Fatty acid-binding protein, adipocyte	55	14755	3	2	3	2	22.7	132
										
164	IPI00555069	Tax_Id=10090 Gene_Symbol=Pgk1 Phosphoglycerate kinase 1	54	44921	9	4	8	4	33.1	417
										
165	IPI00015911	Tax_Id=9606 Gene_Symbol=DLD Dihydrolipoyl dehydrogenase, mitochondrial	53	54713	5	2	2	1	5.9	509
										
166	IPI00121280	Tax_Id=10090 Gene_Symbol=Gstm7 Glutathione S-transferase Mu 7	53	25864	4	4	1	1	7.8	218
										
